tmpd,dptp,pm25tmean2,pm10tmean2,o3tmean2,no2tmean2
49,30.3,7,28,19.90277778,18.26041667
41,33.5,16.6,32,12.25724638,24.21875
34,29.6,9.585714286,15,16.04166667,19.04166667
32,28.3,15.05,11.5,15.35205314,22.15262681
27,22.5,9.271428571,12,15.18997585,26.27083333
21,17.7,19.2,32,11.55555556,29.89583333
27,20.1,16.8,22,20.98188406,19.49411232
18,5.8,9.757142857,21,14.89484127,27.69972826
20,12.2,18.8,38.5,7.958333333,35.48263889
29,19.2,25,49.5,4.229166667,36.64990942
32,26.1,34.85714286,41.16666667,8.211956522,36.70454546
36,28.3,34.85,60,5.875,32.80587121
40,32.9,21.4,30.5,11.08333333,28.88541667
37,29.3,10.01428571,20,19.45833333,17.90625
29,19.8,8.1,28,15.125,22.875
35,22,6.05,22.5,20.27083333,17.25
25,11,7.7125,17.25,12.75815217,29.39578005
38,21.7,8.2,46.5,15.54166667,23.30492424
39,27.6,12.8,33.5,12.05736715,19.87121212
37,24.5,6.585714286,13.5,17.79166667,18.29166667
33,20.2,5.8,11,20.45833333,19.65625
38,22.9,10.5,31,12.68055556,24.75
42,39.9,14.85,20.4,12.93055556,24.30691425
44,42.8,11.4,20,9.666666667,16.14583333
32,26.2,8.4,12.5,13.93741766,21.55978261
30,18.4,8.471428571,15,16.06944444,27.66485507
36,24.8,10.5,25,13.84722222,24.16666667
50,31.6,11.6,30.5,20.47222222,16.64583333
42,30.9,9.828571429,18.33333333,20.77777778,17.11791831
26,19.6,8.4,26.5,17.83333333,20.23958333
21,10.8,9.2,26,18.31521739,23.66861631
23,14,14.9875,43.5,11.66666667,26.34848485
26,17.2,17.8,27.5,16.31944444,28.90625
28,27.9,15.9,19,12.91666667,32.16666667
11,3.3,7.2,15.5,30.125,14.88541667
6,-0.6,12.8,29,18.95108696,25.36160714
23,17.9,22.7,29,8.800724638,36.72348485
35,28.1,21.94285714,20,16.13888889,30.01041667
36,30.6,33.7,41,16.19625604,25.21376812
51,46.5,13.6,12,18.97222222,23.16666667
42,30.9,9.457142857,23.5,28.875,8.302083333
21,7.2,7.55,20.5,27.55072464,12.04166667
33,21,13.35,33,11.16908213,30.69791667
40,31.3,25.325,53,6.790458937,31.125
48,37.6,24.1,48,13.51388889,30.8446558
50,41,27,34,18.82246377,22.16666667
47,31.5,11.11428571,19.4,20.93055556,15.125
37,26.3,5.5,10.5,36.30555556,11.30208333
38,30.4,16.1,23.5,18.44444444,20.8125
42,32,20.925,23.5,15.9263285,25.41220238
42,35.5,30.45,41,9.111111111,28.59375
40,34,16.8,20.5,19.88888889,27.08333333
28,12.9,10.92857143,20.16666667,22.875,16.40398551
26,8.1,10.7,34.5,24.18055556,14.73484849
39,15.8,12.1,39,26.75,17.92708333
34,22.9,7.5375,19,35.09722222,11.41213768
28,19.1,7.1,19,26.33333333,11.36850649
32,23.7,12.25,16,22.06944444,19.67708333
36,22.1,20.5625,31.16666667,14.38888889,33.91150362
40,32.6,31.5,52.5,10.33876812,30.59375
41,39.3,20.5,31.5,9.416666667,34.38541667
43,29.2,8.225,12,20.36111111,20.17708333
38,27.3,10.6,17,19.51388889,22.15625
34,27.1,13.3,25,14.03385417,28.23369565
39,34.5,19.125,24.5,16.29438406,25.73065476
35,28.1,9.7,15,21.03131176,23.12878788
31,25,9,15,23.05627265,22.81612319
33,24.8,18.64285714,28,18.1805933,29.19791667
34,22.8,15.9,25,23.8671875,30.32291667
42,34.5,15.6,24,22.93489583,21.20833333
49,48.3,23.475,27.5,18.56770833,37.10227273
43,38.8,9.8,18,18.86435688,26.76041667
49,35.6,15.25,31,21.56430245,29.70549242
63,41.3,11.425,45,30.12600644,26.4178744
57,51.4,13.7,36,19.76064998,22.29166667
52,45.5,16,24,19.84722222,30.44444444
59,50.3,17.91428571,26.16666667,29.40740741,20.25
75,59,14.1,62,35.09722222,19.94349551
78,60.8,14.4,41,36.18540111,17.125
75,58.1,13.4625,47,28.63444225,24.33997585
76,61.1,13.7,67,29.6387791,21.86896135
56,46.8,5.7,22,30.3912037,17.58333333
45,29.6,4.142857143,6.8,41.00925926,7.802083333
41,38.3,5.7,9,30.24768519,10.19791667
40,33.5,6.8,8,25.56632448,22.46041667
46,36.9,17.4,22,20.12943749,32.92559524
58,44.5,11.5,19,26.65630032,21.84802019
45,25.7,9.9,30.25,23.93226651,26.26041667
48,37.4,12.6,34,24.65740741,20.60416667
50,41.4,6.6,14,27.81018519,12.31770833
51,37.8,10.92857143,38,25.13404882,25.63484849
54,33.8,8.5,29,20.59369968,29.24166667
53,35.3,9.3,35,22.49579125,28.6923913
49,35.3,8.5125,13.83333333,31.22848046,18.09912281
46,27,4.3,15,20.90589775,22.7375
52,34.6,9.5,18,27.78009259,27.2125
59,44.6,10.325,16,33.78472222,18.23333333
68,59.8,11,17,26.4014694,24.65
56,44.9,6.4,7,27.55506148,13.94583333
55,54.2,16.225,23.8,14.67944847,19.90530303
58,41.8,7.35,28,25.6113124,14.00416667
56,28.1,9.3,37,31.41888084,23.25
51,39.2,14.55,29.5,32.84635417,21.05416667
48,46.8,10.7,17,24.02083333,20.08333333
50,40.6,9.3,16,27.63487227,22.71071429
54,42.2,12.3125,19.16666667,22.19152577,29.9375
58,48.2,12.7,59,33.63342666,24.97840909
55,50.2,8,21,22.44907407,21.41893939
41,32.7,2.9125,6,26.40950656,13.20416667
44,32.5,5.75,15,25.52314815,18.34583333
46,35.6,10.15,14.5,28.13888889,17.96666667
41,30.1,3.485714286,7.666666667,31.27504209,12.90059524
45,29.8,6.4,16,20.90942029,27.70416667
55,37.6,14.25,27,28.34863124,23.07442029
65,52.4,18.9875,56.5,33.76509662,24.29642857
54,39.1,6.7,7,24.06370773,14.11666667
49,46,11.3,13.5,16.37268519,17.9125
55,45.4,9.775,17,25.32407407,20.25
64,51,13.9,21.5,37.99537037,20.09166667
69,57.6,27.2,42,26.17265957,34.94810606
73,62,13.925,49,24.1001409,25.6
75,63.7,19.1,56,30.49305556,25.47974482
77,56.4,10.7,59.5,31.58796296,27.03333333
76,53.1,9.875,39.16666667,40.57638889,24.525
62,45.6,9.7,22,33.97453704,17.16190476
62,56,18.1,36.5,21.81638368,22.63695652
65,64.1,20.5625,35,8.339436027,38.02789855
56,53.9,10.85,11,14.34369968,18.30271739
58,51.8,11.55,16,25.17264127,21.29404762
64,53.1,17.175,29,22.87489936,32.04583333
71,58.6,25,45,43.9537037,27.26666667
72,59.6,30.05,54,51.71990741,23.5875
80,70.6,18.6375,48,28.48450081,22.54166667
76,69.5,9.6,21,22.63204509,18.16850649
64,60.1,9.8,17,15.88825758,15.56374459
60,57.2,10.4375,20.83333333,13.19786635,17.77083333
61,55.7,7.1,15.5,15.7533853,24.06666667
67,54.1,7.6,13,26.52777778,16.35833333
66,48.4,6.485714286,12.5,24.9296875,17.31666667
67,53.5,12.4,27.5,18.0872962,32.58297101
70,55.7,15.5,42,38.28493266,26.00018116
75,60.6,24.9625,47.66666667,45.01245471,29.975
82,67.4,33,80.5,47.42673108,30.76702899
80,69,31.3,67.5,37.35142915,38.54166667
80,65.4,35.4,75.5,46.625,35.15833333
82,63.5,42.5,65,54.88043478,30.03913044
78,63.9,34.2,88,54.4484127,37.98514493
81,70.3,23.9875,39.83333333,19.88846801,33.73598485
79,66.4,9.9,26.5,34.36654589,20.91542208
74,64.3,8.2,18,23.51509662,16.55652174
74,60.3,13.6625,29,17.31048712,25.41666667
74,63.6,21.8,37,30.55092593,27.61666667
81,73.1,20.95,38.5,39.45572917,18.51666667
84,70.6,20.04285714,65,23.17401369,19.30833333
84,65.8,21.6,69.5,22.77838164,20.23550725
84,70,28.7,95,36.37839674,31.36916303
80,68.3,16.6375,35.5,33.37760417,14.675
75,60.7,6.7,16.5,30.56481482,10.8
75,61,17.1,24.5,36.31944444,23.90833333
77,64.6,25.4125,44.6,51.14351852,27.77916667
81,70.4,33.1,64,45.34969258,27.67857143
74,70.2,12.3,32,31.56139292,16.8865942
74,60.1,9.942857143,19,31.30404589,10.90235507
69,52.9,7.3,17,32.13496377,12.65909091
68,53.5,10.9,24.5,38.79515399,19.79456522
70,53.4,12.27142857,23.8,44.46875,21.50833333
72,53,17.1,27.5,45.11979167,30.61666667
76,60.4,26.3,51,42.83903134,44.93452381
79,62.7,25.52857143,63,42.0976248,36.00833333
78,66.3,40.9,91.5,40.22554348,40.65569829
82,66.2,38.85,72.5,44.98045491,26.06904762
74,65.1,20.375,34.83333333,27.37510064,18.2125
76,66.7,21.9,39,39.71064815,18.5875
87,74.9,21,35,42.17824074,15.10833333
83,70.3,15.5875,44,33.6712963,22.93333333
70,57.4,3,7.5,27.9461554,11.18496377
71,52.6,5.7,18.5,34.00452899,16.28712121
73,64.8,18.8,30.2,27.49557166,30.75
79,71.7,32.4,51.5,36.8382649,28.79166667
80,73.8,17.4,28,28.91666667,21.35833333
81,74.6,16.05714286,23.5,28.49305556,17.15833333
77,71.4,12.3,24.5,20.61763468,21.60833333
80,68.9,13.5,27.5,33.53592995,33.96623847
82,68.1,17.9875,30.83333333,34.35346216,34.4782197
85,74,21.3,56.5,39.9837963,26.82291667
72,62.2,6,11.5,31.24537037,17.51838578
75,66.9,16.4125,38.5,40.93055556,23.58333333
82,72.1,22.9,47.5,43.54166667,18.64166667
77,68.4,12.3,17,35.71064815,17.92916667
69,56.6,3.6375,11,23.56533633,9.554166667
67,54.9,6.2,12,25.47041063,14.4875
69,58.1,8.9,20.5,29.19329161,19.00573593
70,58.4,16.5375,33.5,39.40678235,27.92
74,62.6,27.85,41.5,47.89351852,29.90833333
80,67.4,30.8,46,51.08333333,20.69166667
79,68.6,23.05,40,41.833068,19.64285714
76,70,12.7,29.5,29.80092593,19.89713439
70,63.8,9.4,24.5,15.83464171,19.51926407
74,68,13.9125,39.5,25.54496047,19.22537879
75,69,12,24,14.04276316,22.98333333
76,69.3,12.9,32,23.51388889,12.49166667
66,53.4,7.7,19.16666667,24.50694444,17.88333333
66,61.3,9.2,12,19.39027778,19.07916667
66,58,10.4,22.5,19.70772947,25.41956522
75,70,23.075,41,31.35706705,21.02916667
74,69.9,10.7,16,25.50674316,26.3
73,70.2,18.35,18,20.38385668,22.96173007
74,67.8,16.6875,27.83333333,21.38657407,22.86730073
74,67.7,17.1,22.5,28.17824074,21.57291667
74,65.6,11.4,17,25.02314815,15.75520833
74,68,14.1125,23,32.81723027,16.11979167
72,64.7,10.8,20,27.60185185,13.65227273
70,62.7,13.6,24,38.27928744,19.50724638
73,63.3,20.52857143,35.4,42.20692432,22.62916667
73,63.5,24.3,36,45.99768519,21.39166667
74,66.2,31.4,45,37.78703704,24.56666667
74,68.8,22.17142857,46.5,43.80092593,14.37083333
72,57.3,8.9,17.5,25.37218197,20.18939394
72,57,8.6,34.5,21.15841385,27.59619565
72,60.5,7.9,24,25.23960621,18.85960145
71,61,21,33,31.68297101,37.27916667
74,61.8,31.95,59.5,38.82037037,40.05833333
76,66,44.04285714,65,42.88425926,39.625
78,69.5,39.4,70.5,29.06209742,45.25833333
76,64.9,25.4,75.5,27.18689614,29.11666667
64,50.8,7.157142857,15.5,22.84973833,19.51041667
64,52.6,13.55,47,16.98848997,34.60149045
64,55,15.8,51,25.6544686,38.20380435
68,57.3,23.81428571,41,37.47685185,32.92708333
63,56.4,5.95,9,26.94675926,11.07291667
62,51.9,9.2,34,14.72584541,32.9375
65,56.2,20.5625,41.33333333,24.57181416,39.23809524
71,66.1,21.3,31,25.05850168,28.68305336
76,71.5,12.45,42,14.31464098,20.98958333
67,66.6,5.714285714,40,9.638285024,17.91666667
69,56.7,8.6,18,24.07552083,19.03125
56,45.2,5.25,12.5,17.81770833,18.91666667
54,41.6,7.6,21,17.32878788,26.80505952
52,41.5,5.25,15,18.28431965,22.67708333
59,47.6,10.45,37,18.41547724,27.52585639
62,53.8,29.91428571,53,21.46841033,36.55492424
60,55.2,13.5,21.5,27.17017663,20.88125
62,57,29.4,38,28.38802083,21.83333333
72,63.7,26.95714286,40.33333333,36.27604167,16.84375
77,56.9,19.5,56.5,36.56482919,22.57589286
75,64.8,23.7,45,25.54427083,31.87026515
66,62.7,15.2125,23,16.97667573,23.60416667
61,58.5,13.3,23.5,14.36967844,17.20833333
63,59.3,11.9,19,15.1571558,17.41666667
55,44.2,8.1625,17.66666667,13.27083333,20.36458333
58,45.7,7.5,14,23.1484375,15.5625
48,33.4,7.1,14.5,13.99739583,24.88476967
56,37.4,9.375,35.5,9.589285714,30.89583333
57,48.5,15.6,44.5,9.573740119,31.07859849
62,51.1,22.4,51.5,10.57291667,33.76041667
61,50.6,30.48571429,54.83333333,10.70708786,34.66666667
61,54.1,25.7,28.5,14.21875,21.47222222
42,27.5,5.2,9.5,15.55989583,17.41666667
44,27.1,10.11428571,27.5,10.16927083,29.16666667
50,33.5,11.6,30,11.12715127,29.27020202
42,30.9,8.6,12.5,14.83208786,26.60209235
41,35.8,11.7,20.5,6.215692935,28.22222222
49,42,15.2,42,7.125,25.63888889
42,32.4,7.6,10,14.82291667,19.90277778
41,31.2,16.28,19,11.87760417,24.73611111
45,35.3,18.15,42,11.32552083,32.50252525
44,34.8,14.4,21,8.607336957,23.83816425
43,37.8,8.0125,14.33333333,12.71299172,20.19565217
44,38.3,7.5,11,11.5936853,21.31944444
45,43.2,19.9,29,5.369791667,21.63496377
43,39.8,15.8625,14.5,4.1953125,20.11458333
42,31,9.3,9,14.00761218,16.80208333
44,36.3,8.8,11,18.04968944,16.8125
44,34.5,7.875,12.33333333,18.14880952,16.25744048
45,35,7.433333333,9,20.16168478,20.13813406
40,32.1,15.9,16,8.982789855,26.125
33,19.9,11.475,18.5,11.78939394,21.93478261
38,22.6,10.8,21,11.04166667,21.82291667
36,27.9,19.2,20,6.908333333,22.6875
39,30,25.48571429,36.66666667,6.944782609,28.34970238
38,35.4,26.9,29.5,2.385416667,28.74003623
40,33.7,26.6,27,8.345108696,23.375
44,35.6,19.61428571,51.5,11.0317029,26.48046066
56,36.7,7.5,39,22.36458333,21.97916667
58,52.7,15.3,37,23.33333333,14.08333333
51,53.1,18.0625,26.5,14.72916667,12.46875
39,34.5,10.8,24,4.177083333,16.59375
40,30.5,17.15,21,6.040678524,22.95833333
46,34.2,15.5,36.5,6.779891304,23.46130952
47,37.9,9.2,17.5,12.19791667,21.43976449
38,28.6,4.65,4,29.10416667,14.25
34,25.8,4.1,7.166666667,27.36458333,14.44791667
32,25.8,10.9,11.5,14.63541667,25.07291667
35,30.4,27.65,36.5,2.884057971,33.19507576
44,33.5,17.88571429,22,5.495471015,24.17708333
44,34,13.8,32.5,3.302083333,30.40625
39,32.8,13.2,28.5,11.10507246,24.44927536
31,24.9,8.4875,15.5,12.45833333,28.35054348
39,28.5,14.6,22,8.083333333,25.09375
32,24.4,7.1,10.5,10.69791667,19.36458333
26,18.1,9.585714286,19.5,6.864583333,29.48958333
25,21.6,22.35,25.5,2.793025362,37.53422619
22,16.8,21.4,23,6.004076087,35.47321429
24,20.2,24.81428571,32.5,7.947916667,23.61458333
40,29.4,6.2,17,12.44791667,15.11458333
29,15.3,4.7,15,22.64583333,11.90625
25,9.8,6.55,18,14.95833333,17.29166667
29,22.2,7.8,14.5,13.88541667,26.87594697
19,14.6,11.4,24,11.87862319,36.63541667
19,12.8,18.4625,35.66666667,5.125,44.4682971
20,12.6,20,24,9.322916667,30.13541667
21,13.6,19.8,41,5.501893939,25.82789855
35,25.8,20.52857143,25.5,7.395833333,21.47916667
22,10.9,8.8,18.5,14.125,24.55208333
20,10.3,19.9,51,6.151268116,40.92000165
34,18.8,20.8,43.5,3.875,38.21875
32,17.4,27.3,75,3.243206522,47.76041667
34,30,28.65,30,2.096467391,28.33503788
36,33.3,37.9375,35,3.420742754,26.01339286
35,30.1,30.4,34.5,6.21875,20.14583333
38,30,13.8,19.5,12.23958333,16.45833333
32,22.3,6.314285714,14,23.21875,16.71331522
34,27.1,16.6,27.5,8.85326087,22.35416667
46,47.5,15.1,23,11.81612319,22.38541667
45,36.1,13.6875,17,7.014492754,15.375
32,26,6.8,12,11.03125,12.61458333
31,24.1,8.5,13,14.71875,14.34375
28,20.4,9.057142857,15,15.11458333,11.55208333
28,16.6,9.7,13.5,12.67708333,17.90625
26,21.1,13.7,15,11.35416667,25.53125
26,22.4,7.675,10,18.29166667,12.51041667
24,18.5,18.7,21.5,9.166666667,19.74337121
26,22.7,25.9,32.5,4.811141304,28.26041667
31,28.2,33.34285714,36.66666667,5.125,25.71875
31,29.3,42.3,39,6.635416667,25.75
49,43.5,16.3,23,10.41666667,19.90719697
35,20.7,11.575,15,10.23958333,24.39583333
30,22.5,4.2,7,26.30208333,10.91666667
30,25,9.4,7.5,22.67436594,19.36742424
27,20.9,12.65714286,21.8,10.05797101,32.66919192
25,21.6,25.4,25.5,5.75,33.61111111
31,30.2,32.9,24.5,2.5,26.02777778
30,21.5,11.04285714,15,13.6875,27.59920635
37,27.7,16.3,21.5,8.635416667,18.95833333
46,30.6,11.4,21.5,9.122916667,20.40277778
37,23.8,6.657142857,14.8,17.58514493,20.95833333
21,9.1,9.6,18,20.03940217,19.43055556
14,2.3,6.2,13,20.32291667,15.875
21,8.1,8.957142857,20.5,14.39583333,22.63888889
24,5.7,11.7,18.5,17.41847826,24.16071429
13,1.3,15.6,29.8,11.59375,31.72222222
17,1.9,10.2,29,17.80932971,29.42550505
15,6.6,15.65,22,16.88541667,22.79166667
16,8.9,11.7,27,16.125,21.16666667
17,-0.7,10.9,42.5,20.25,25.72222222
12,-5.2,11.78571429,29.6,17.47961957,27.95634921
9,-5.3,12.5,20,18.86079546,23.40277778
4,-9.3,11.1,22,18.72916667,24.93297101
9,-4,16.8875,31,10.3745471,29.25219298
10,-2.5,9,32,24.58333333,20.18055556
7,0.1,19.24285714,37.25,9.705615942,40.45833333
26,20.5,29.4,53,4.610960145,36.90277778
21,17.1,19.8,19,11.49048913,33.51388889
25,20.3,22.8,30,8.229166667,35.24747475
34,30.4,24.5,40,3.447916667,26.95833333
33,29.5,30.3,29,6.677083333,22.60555556
37,33.9,35.22857143,44.75,6.583333333,20.45833333
39,37,30.4,46,3.641757246,29.33459596
21,12.5,8.9,15,20.52400362,16.51388889
18,4.5,11.65,27,13.54166667,27.375
13,1.8,9.3,19,18.03125,23.32427536
20,9.5,12.9375,22.66666667,19.02083333,18.55555556
19,4.9,11.17142857,39,19.33333333,21.45833333
13,0.3,13.1,34,22.46875,21.38888889
22,7.4,18.5,38,12.45833333,35.69444444
25,19.9,27.62857143,60.5,12.76539855,47.14087302
24,15.1,5.3,9.5,34.08333333,12.83333333
23,12.9,3.8,9,34.78125,12.44444444
27,21.8,14.35,20.5,22.36458333,27.625
31,27.4,27.5,28,10.54800725,30.86706349
33,19.6,15.5,31.5,13,33.18055556
39,23.8,15.4,24,11.10960145,35.52777778
37,24.8,28.6,45.5,5.166666667,40.59722222
28,24.2,13.9,19,21.07291667,21.02777778
20,7.1,6.7375,15.5,29.89583333,17.125
15,8.8,16.1,21.5,19.48233696,28.44444444
8,-2.5,30.9,35.5,11.53668478,37.70833333
18,9.4,28.9125,37.2,11.65530303,41.86904762
27,15.4,46.2,62.5,8.775362319,57.56439394
21,15,18.8,19.5,21.14583333,17.69444444
20,14.6,15.2,24.5,13.50181159,33.26388889
25,23.3,20.25714286,26.6,13.26721015,32.97222222
22,15.6,14.1,12.5,30.40896739,22.58333333
20,16.8,21.3,20,25.52083333,33.63888889
29,25.5,27.5625,34,10.94338768,30.04272993
28,22.3,28.2,27,13.69791667,28.69444444
10,-4.2,7.8,11.5,31.73958333,13.20833333
11,0.9,12.71428571,27.6,20.87771739,28.76984127
31,18.4,22.9,47,15.59790843,29.52777778
36,30.5,32.1,42,15.73958333,29.5
31,24.4,14,13,30.07291667,24.38043478
45,37.3,22.05,33.5,6.989583333,36.26388889
55,47,36.42857143,43,18.17708333,29.36111111
57,45.6,33.7,33.5,13.60643116,40.31911506
41,38.2,37.2,44.5,28.58288044,27.53888889
43,36.4,28.0625,30.5,21.21875,27.79166667
44,35,8.3,15.5,16.90172101,20.3994709
43,35.2,15.6,22.4,17.29166667,18.83134921
52,34.7,20.65,36,17.94791667,26.62638889
58,41,15.1,49,26.77536232,32.41666667
49,33.5,8.8,23,19.54166667,31.59444444
54,33.8,14.5,29.5,22.15625,31.23611111
49,42.7,11.8,18,18.47373188,19.11111111
40,26.7,13.475,30,20.36775362,27.67424242
60,40,25.3,50.5,27.05357143,28.41346154
54,38.4,29.8,51,19.71726191,31.81702899
42,37.9,38.9625,57,7.413561077,23.54830918
29,20.4,6,8.5,32.19940476,12.26388889
34,23.2,6.557142857,8,37.80952381,8.888888889
32,30.3,9.6,12,25.4076087,16.94444444
32,28.2,13,10,31.80952381,19.24818841
36,25.7,7.557142857,15,34.4690735,30.01388889
42,21.8,8.9,28,23.07142857,43.25883838
51,26,16.9,58.5,22.95238095,43.4375
43,29,3.985714286,6.5,36.90476191,14.10833333
48,32.9,11.7,22,30.14583333,26.16666667
67,39.3,16.8,66.5,39.6344893,19.79734849
75,42.9,12.21428571,61.4,40.4689441,20.40497076
55,36.8,10.7,35,27.46428571,21.91414141
42,33.5,12.65,22,23.32034632,23.22222222
43,35.1,17.325,17,22.41110248,23.61111111
60,50,16.7,39,25.71130952,23.88888889
59,49.5,8.1,12.5,33.80357143,12.08333333
47,37.6,6.6125,11.2,20.07815735,17.2089372
46,27.5,6.6,13.5,31.77976191,28.56944444
49,28.4,13.54285714,37,27.28869048,34.72222222
50,28.5,7.85,29.5,34.2573052,28.48333333
48,24,5.8,15.5,36.11011905,26.56944444
56,28,13.5125,34.8,39.64285714,33.33333333
66,39.5,16.8,59,28.07052277,41.67857143
54,38.4,10.3,22,27.83410973,35.76111111
57,48,19.11428571,24.5,14.13095238,37.59217172
45,27.4,7.2,12,37.41071429,18.47395833
46,26.3,7.642857143,16.6,31.52678571,23.3125
48,35,12.4,19.5,29.54761905,21.04166667
61,51.9,11.3,18,30.94060559,18.68628247
60,47.1,8.928571429,20.5,28.99003623,24.7817029
53,46.6,14.3,19,26.86605525,24.00520833
69,56.8,15.075,34.8,25.72339221,32.51041667
65,57.9,15.7,21.5,26.44791667,30.07291667
59,38.3,5.657142857,30.5,31.2971735,20.70075758
61,35.8,13.75,22,26.22743595,29.14855073
53,44.2,16.2,25,17.02728714,38.21875
52,45.4,13,19.4,35.57291667,22.359375
55,45.6,19.1,21,30.45052083,28.97233496
59,50.3,26.4,21.5,35.67447917,17.59375
60,52.3,22.62857143,22,30.7109375,15.36458333
66,61.4,37.3,40.5,13.21490036,22.58854167
58,45.3,11.3,14,24.953125,17.765625
51,36,4.75,12,20.94372736,14.84375
53,35.2,10.8,24.5,31.39322917,33.08292749
57,38.7,9.7,20,33.86458333,23
57,42.8,6.8,10,32.71875,14.51041667
59,44.8,8.3,12.5,28.13020833,18.41145833
62,46.3,10.21428571,25,21.16176713,28.24573864
65,52,20.7,50.5,16.22105567,36.03043831
58,46.8,10.1,17,15.86514946,26.00520833
58,51.8,17.5125,46.5,17.74742671,36.15625
48,42.7,6.2,9.5,28.42447917,15.33333333
51,34.4,4.8,13,26.375,22.5
53,42.8,16.8,31,19.20549242,37.63778409
57,46.9,24.7,18.5,38.97305254,30.19270833
58,41.8,11.3,25,31.84375,30.609375
63,44.9,16.71428571,39,27.70833333,41.50595238
61,51.7,25.5,55,22.78125,45.91666667
66,53.3,19.4,28,38.89322917,26.9375
62,56.1,10.27142857,16,26.20052083,20.36458333
65,53.2,9.1,22.5,32.80445076,21.875
66,60.3,15.1,36,30.43229167,31.83333333
61,52.6,9.742857143,11.5,31.19010417,16.72693452
61,55.1,17.5,22,28.46650609,24.69047619
65,54.7,10.125,19.8,33.91666667,21.80729167
66,54.4,8.6,13.5,31.046875,13.44791667
66,48.9,11.6,22,34.08401268,24.35445488
67,47.2,15.75,38.5,42.65470603,38.43953804
74,58.7,25.6,75,32.96774127,43.71458333
60,39.8,5.6,9,33.1667696,11.375
59,40.9,6.728571429,22.4,27.33072917,22.44791667
64,46.9,12.9,28,25.52604167,30.08333333
70,51.7,20,38,40.0078125,32.54166667
75,55.4,22.1625,52.5,43.34601449,32.51089015
82,65.1,33.9,66,56.13666214,22.94933712
68,56,6.742857143,18.6,25.48097826,15.625
70,51.6,11.5,34,33.44791667,20.92708333
73,60.6,11.3,25,35.26822917,20.6875
74,56.6,9.775,22.5,29.35416667,21.44791667
72,53.9,12.7,50,28.22169384,32.92617754
73,53.4,19.85,40.5,42.09335886,31.55208333
75,55.5,22.38571429,45.6,50.20561594,34.7488354
79,65.4,24.05,71.5,35.34352355,34.72395833
84,68.4,32.9,47.5,45.66145833,21.34375
78,66.2,18.27142857,24.5,50.86197917,18.71354167
78,68.6,13.9,26.5,40.93229167,16.41145833
79,70.8,12.75,42,25.25113225,23.828125
72,64.6,8.6125,18.5,24.09635417,22.44248188
69,61.2,7.6,16.5,30.09471756,17.81628788
73,63.5,6.8,14.5,26.01415308,15.66145833
69,56.5,5.6625,18,22.3973652,15.74139493
71,54.5,8.4,18,22.94791667,21.8125
70,56.3,15.2,27.5,31.39583333,28.35416667
70,58.9,22.9125,35.8,31.44033062,31.78645833
72,57.1,8.7,19,21.17640399,26.12817029
75,65.1,14.98571429,35.5,29.90409873,29.15584416
66,53.2,6.2,11.5,26.12035779,16.07007576
68,53.2,9,22,31.13541667,24.39583333
76,65.4,14.48571429,26.75,30.72135417,20.66666667
75,64.4,10,18,35.66779891,18.29017857
68,58.2,5.8,9.5,21.27853261,9.916193182
67,53.1,4.4125,8.5,19.4765625,11.94791667
67,47.8,6.4,25,15.79744112,21.16621377
71,57.7,17.5,52.5,32.28136323,24.875
77,63.2,23.9,37.8,49.06510417,14.27083333
74,63.1,14.7,21,32.1171875,11.80208333
65,58,10.2,22,22.15998641,16.44704322
68,51.4,15.25,36.5,24.30819746,25.95199275
69,55.9,20.1,45.5,28.68138587,36.99345356
75,63,27.3,54,34.6500947,28.06534091
75,64.4,23.8625,37,32.3828125,30.55492424
72,62.4,10.5,25.5,24.60677083,21.47916667
71,64.1,14.5,20.5,20.76041667,24.83333333
69,62.4,17.9,20.5,29.52117301,22.20833333
71,62.6,19.8,35.5,25.64787138,31.87001812
74,65.6,23.2,47.5,15.68018157,42.1875
73,64.6,11.71428571,23,22.64136611,19.45321824
69,64.3,6.9,10,18.93229167,10.73550725
70,60.8,6.2,11,22.15885417,13.39583333
73,59.4,11.6375,18.5,24.06510417,16.38541667
69,64,9.8,18.5,17.36956522,17.275
71,64.4,11.3,13.5,24.64914773,11.21354167
72,66.6,17.3375,28.6,29.75701993,14.64130435
77,71.4,33.5,50.5,37.68617365,26.6875
79,71.6,36.8,55,24.88462409,28.83049242
83,69.1,23.5875,41.5,41.109375,16.71875
78,63.4,14.6,19,33.0078125,10.44270833
73,60,12.6,26.5,25.16998106,23.38315217
71,60.4,17.18571429,30.25,25.88258605,31.50271739
77,67.7,37.3,59,40.3432971,31.07244318
84,70.4,27.4,63,46.72350544,24.22767857
71,57.2,10.47142857,17,24.01019022,14.88683712
69,55.9,6.6,14,19.7421875,14.55729167
72,62.3,15,25,33.22916667,18.32291667
83,67.1,26.81428571,52.4,47.6337183,26.27898551
82,69.1,19.7,50.5,40.3125,34.07575758
74,62.6,15.3,20,30.29710145,24.38020833
76,65.7,18.15714286,44.5,37.08174819,26.234375
76,63.4,13.5,25,31.03571429,21.33333333
68,51.3,2.5,7,27.45238095,9.614583333
66,57.5,8.65,18,26.16964286,13.828125
63,61.4,6.8,7,32.92857143,7.697916667
67,59.9,12.5,21,31.82375776,21.859375
72,58.8,14.25,30.5,22.01200181,25.46376812
62,51.7,5.3,11.5,18.61118659,19.20014881
62,50.9,11.4,32.5,14.18319746,28.83333333
